year_month,hotel,country,meal,market_segment,reserved_room_type,booking_id,adult_nights,children_nights,stays_in_weekend_nights,stays_in_week_nights,room_nights,revenue,adr,average_stay
2015-07,Resort Hotel,RUS,BB,Direct,A,1,4,0,1,3,4,392.0,98.0,4.0
2015-07,Resort Hotel,RUS,BB,Offline TA/TO,A,1,8,0,0,4,4,428.0,107.0,4.0
2015-07,Resort Hotel,RUS,BB,Online TA,A,2,18,0,4,5,9,1031.24,114.58222222222223,4.5
2015-07,Resort Hotel,RUS,BB,Online TA,H,1,9,0,1,2,3,668.01,222.67,3.0
2015-07,Resort Hotel,RUS,HB,Offline TA/TO,E,1,7,0,2,5,7,1064.0,152.0,7.0
2015-07,Resort Hotel,SVN,BB,Online TA,A,1,8,0,2,2,4,598.8,149.7,4.0
2015-07,Resort Hotel,SWE,BB,Offline TA/TO,A,1,12,6,2,4,6,888.96,148.16,6.0
2015-07,Resort Hotel,SWE,BB,Online TA,A,1,10,0,2,3,5,377.29999999999995,75.46,5.0
2015-07,Resort Hotel,SWE,BB,Online TA,F,2,20,0,2,8,10,1622.6,162.26,5.0
2015-07,Resort Hotel,SWE,BB,Online TA,G,1,12,12,2,4,6,739.8,123.3,6.0
2015-07,Resort Hotel,SWE,HB,Online TA,D,2,56,0,8,20,28,3077.2000000000003,109.9,14.0
2015-07,Resort Hotel,USA,BB,Direct,A,2,4,1,0,2,2,299.0,149.5,1.0
2015-07,Resort Hotel,USA,BB,Offline TA/TO,A,1,20,0,2,8,10,909.5,90.95,10.0
2015-07,Resort Hotel,USA,BB,Online TA,A,1,4,0,0,2,2,196.0,98.0,2.0
2015-07,Resort Hotel,USA,BB,Online TA,C,2,4,2,0,2,2,263.71,131.855,1.0
2015-07,Resort Hotel,USA,BB,Online TA,D,5,22,1,4,9,13,1471.3000000000002,113.17692307692309,2.6
2015-07,Resort Hotel,USA,BB,Online TA,G,4,26,6,3,8,11,1401.48,127.40727272727273,2.75
2015-07,Resort Hotel,USA,HB,Offline TA/TO,D,1,12,0,0,4,4,600.0,150.0,4.0
2015-08,City Hotel,AGO,BB,Direct,A,7,28,0,8,18,26,2055.0,79.03846153846153,3.7142857142857144
2015-08,City Hotel,AGO,BB,Direct,D,2,3,0,1,1,2,213.0,106.5,1.0
2015-08,City Hotel,AGO,BB,Online TA,A,2,48,0,5,19,24,2474.04,103.085,12.0
2015-08,City Hotel,AGO,SC,Direct,D,1,1,0,0,1,1,100.0,100.0,1.0
2015-08,City Hotel,AGO,SC,Online TA,A,1,26,0,4,9,13,1116.96,85.92,13.0
2015-08,City Hotel,AGO,SC,Online TA,F,1,10,10,2,3,5,765.0,153.0,5.0
2015-08,City Hotel,AUS,BB,Online TA,A,1,3,0,1,2,3,270.0,90.0,3.0
2015-08,City Hotel,AUS,SC,Online TA,A,2,22,0,3,8,11,1017.98,92.54363636363637,5.5
2015-08,City Hotel,AUT,BB,Direct,D,1,6,0,1,2,3,237.0,79.0,3.0
2015-08,City Hotel,AUT,BB,Online TA,A,4,34,0,6,11,17,1413.0,83.11764705882354,4.25
2015-08,City Hotel,BEL,BB,Direct,A,2,12,0,3,3,6,450.0,75.0,3.0
2015-08,City Hotel,BEL,BB,Direct,D,1,6,0,0,3,3,237.0,79.0,3.0
2015-08,City Hotel,BEL,BB,Online TA,A,14,102,0,19,34,53,4753.98,89.6977358490566,3.7857142857142856
2015-08,City Hotel,BEL,SC,Online TA,A,1,4,0,0,2,2,160.0,80.0,2.0
2015-08,City Hotel,BGR,BB,Direct,A,1,3,0,0,3,3,201.0,67.0,3.0
2015-08,City Hotel,BGR,BB,Online TA,A,1,2,0,0,1,1,90.0,90.0,1.0
2015-08,City Hotel,BRA,BB,Direct,A,3,15,0,4,4,8,663.0,82.875,2.6666666666666665
2015-08,City Hotel,BRA,BB,Direct,D,1,4,0,1,1,2,200.0,100.0,2.0
2015-08,City Hotel,BRA,SC,Online TA,A,1,8,0,1,3,4,384.0,96.0,4.0
2015-08,City Hotel,CHE,BB,Direct,A,3,7,0,1,5,6,412.0,68.66666666666667,2.0
2015-08,City Hotel,CHE,BB,Offline TA/TO,A,1,10,0,2,3,5,252.0,50.4,5.0
2015-08,City Hotel,CHE,BB,Online TA,A,1,2,0,1,0,1,90.0,90.0,1.0
2015-08,City Hotel,CHE,SC,Online TA,A,2,8,0,2,2,4,352.0,88.0,2.0
2015-08,City Hotel,CHN,BB,Direct,A,2,8,0,0,4,4,356.0,89.0,2.0
2015-08,City Hotel,CHN,BB,Online TA,A,1,8,0,1,3,4,488.0,122.0,4.0
2015-08,City Hotel,CHN,SC,Online TA,A,1,1,0,0,1,1,81.0,81.0,1.0
2015-08,City Hotel,CN,BB,Online TA,A,1,12,0,1,5,6,540.0,90.0,6.0
2015-08,City Hotel,COL,BB,Online TA,A,1,9,0,0,3,3,420.0,140.0,3.0
2015-08,City Hotel,DEU,BB,Direct,A,6,42,0,7,18,25,1855.0,74.2,4.166666666666667
2015-08,City Hotel,DEU,BB,Offline TA/TO,A,8,51,0,6,20,26,1837.66,70.67923076923077,3.25
2015-08,City Hotel,DEU,BB,Online TA,A,12,84,0,13,34,47,4522.77,96.22914893617022,3.9166666666666665
2015-08,City Hotel,DEU,HB,Offline TA/TO,A,40,154,0,0,80,80,8588.0,107.35,2.0
2015-08,City Hotel,DEU,SC,Online TA,A,1,2,0,0,1,1,81.0,81.0,1.0
2015-08,City Hotel,DNK,BB,Direct,D,1,4,4,0,2,2,30.0,15.0,2.0
2015-08,City Hotel,DZA,BB,Online TA,A,1,4,0,0,2,2,153.0,76.5,2.0
2015-08,City Hotel,DZA,SC,Online TA,A,1,6,0,2,1,3,240.0,80.0,3.0
2015-08,City Hotel,ESP,BB,Corporate,A,2,7,0,2,3,5,430.5,86.1,2.5
2015-08,City Hotel,ESP,BB,Direct,A,18,118,12,22,41,63,5043.0,80.04761904761905,3.5
2015-08,City Hotel,ESP,BB,Direct,B,2,24,0,2,10,12,900.0,75.0,6.0
2015-08,City Hotel,ESP,BB,Direct,D,5,32,9,4,11,15,1376.0,91.73333333333333,3.0
2015-08,City Hotel,ESP,BB,Direct,E,1,8,0,2,2,4,356.0,89.0,4.0
2015-08,City Hotel,ESP,BB,Direct,F,1,12,12,2,4,6,918.0,153.0,6.0
2015-08,City Hotel,ESP,BB,Groups,A,194,1066,2,164,375,539,34286.0,63.61038961038961,2.7783505154639174
2015-08,City Hotel,ESP,BB,Offline TA/TO,A,3,26,3,3,10,13,1083.4,83.33846153846154,4.333333333333333
2015-08,City Hotel,ESP,BB,Online TA,A,46,306,2,45,110,155,14709.01,94.89683870967743,3.369565217391304
2015-08,City Hotel,ESP,BB,Online TA,F,6,32,28,5,11,16,2541.99,158.874375,2.6666666666666665
2015-08,City Hotel,ESP,SC,Direct,B,2,8,0,0,4,4,452.0,113.0,2.0
2015-08,City Hotel,ESP,SC,Online TA,A,7,52,1,4,22,26,2271.04,87.34769230769231,3.7142857142857144
2015-08,City Hotel,ESP,SC,Online TA,F,1,8,8,0,4,4,612.0,153.0,4.0
2015-08,City Hotel,FIN,BB,Direct,A,1,4,0,0,2,2,150.0,75.0,2.0
2015-08,City Hotel,FRA,BB,Direct,A,16,93,4,12,39,51,3850.6,75.50196078431372,3.1875
2015-08,City Hotel,FRA,BB,Direct,D,3,24,0,6,6,12,1175.0,97.91666666666667,4.0
2015-08,City Hotel,FRA,BB,Direct,E,1,10,0,1,4,5,445.0,89.0,5.0
2015-08,City Hotel,FRA,BB,Groups,A,1,2,0,0,1,1,124.0,124.0,1.0
2015-08,City Hotel,FRA,BB,Offline TA/TO,A,2,12,3,0,6,6,419.49,69.915,3.0
2015-08,City Hotel,FRA,BB,Online TA,A,81,488,8,74,199,273,24863.44,91.0748717948718,3.3703703703703702
2015-08,City Hotel,FRA,BB,Online TA,B,5,16,6,0,11,11,604.2,54.92727272727273,2.2
2015-08,City Hotel,FRA,BB,Online TA,F,5,14,16,2,5,7,1042.0,148.85714285714286,1.4
2015-08,City Hotel,FRA,HB,Offline TA/TO,A,2,24,0,3,9,12,1117.35,93.1125,6.0
2015-08,City Hotel,FRA,SC,Online TA,A,17,74,0,10,27,37,3324.0,89.83783783783784,2.176470588235294
2015-08,City Hotel,FRA,SC,Online TA,D,1,2,0,1,0,1,129.0,129.0,1.0
2015-08,City Hotel,FRA,SC,Online TA,F,3,12,12,2,4,6,936.0,156.0,2.0
2015-08,City Hotel,GBR,BB,Direct,D,1,4,0,0,2,2,158.0,79.0,2.0
2015-08,City Hotel,GBR,BB,Online TA,A,8,40,0,3,19,22,1854.0,84.27272727272727,2.75
2015-08,City Hotel,GBR,BB,Online TA,F,1,2,2,0,1,1,156.0,156.0,1.0
2015-08,City Hotel,GBR,SC,Online TA,A,1,6,0,1,2,3,288.99,96.33,3.0
2015-08,City Hotel,GRC,BB,Corporate,A,1,1,0,0,1,1,70.0,70.0,1.0
2015-08,City Hotel,HRV,BB,Online TA,A,1,12,0,2,4,6,604.02,100.67,6.0
2015-08,City Hotel,IRL,BB,Direct,A,1,3,0,2,1,3,201.0,67.0,3.0
2015-08,City Hotel,IRL,BB,Direct,B,2,12,3,0,6,6,459.0,76.5,3.0
2015-08,City Hotel,ISR,BB,Direct,A,1,14,0,2,5,7,525.0,75.0,7.0
2015-08,City Hotel,ISR,BB,Groups,A,3,3,0,3,0,3,195.0,65.0,1.0
2015-08,City Hotel,ISR,BB,Online TA,A,2,20,0,2,8,10,815.96,81.596,5.0
2015-08,City Hotel,ISR,HB,Groups,A,19,87,0,19,38,57,4095.0,71.84210526315789,3.0
2015-08,City Hotel,ITA,BB,Direct,A,8,40,0,2,19,21,1559.0,74.23809523809524,2.625
2015-08,City Hotel,ITA,BB,Offline TA/TO,A,2,4,0,0,2,2,150.0,75.0,1.0
2015-08,City Hotel,ITA,BB,Online TA,A,15,106,0,14,39,53,4610.5599999999995,86.99169811320753,3.533333333333333
2015-08,City Hotel,ITA,BB,Online TA,F,1,8,0,1,3,4,621.0,155.25,4.0
2015-08,City Hotel,ITA,HB,Groups,A,8,53,0,16,11,27,2292.1,84.89259259259259,3.375
2015-08,City Hotel,ITA,HB,Offline TA/TO,A,83,472,3,162,86,248,22566.2,90.99274193548388,2.9879518072289155
2015-08,City Hotel,ITA,HB,Offline TA/TO,B,2,9,3,4,2,6,511.5,85.25,3.0
2015-08,City Hotel,ITA,SC,Direct,D,2,4,2,0,2,2,226.0,113.0,1.0
2015-08,City Hotel,LUX,BB,Direct,A,1,10,5,2,3,5,450.0,90.0,5.0
2015-08,City Hotel,LVA,SC,Online TA,A,1,4,2,0,2,2,194.0,97.0,2.0
2015-08,City Hotel,MAR,BB,Direct,A,2,10,2,3,5,8,622.0,77.75,4.0
2015-08,City Hotel,MAR,BB,Online TA,A,4,30,0,5,14,19,1759.04,92.58105263157894,4.75
2015-08,City Hotel,MEX,BB,Online TA,A,2,4,0,0,4,4,576.0,144.0,2.0
2015-08,City Hotel,MEX,SC,Online TA,A,1,8,0,2,2,4,356.0,89.0,4.0
2015-08,City Hotel,MOZ,BB,Direct,A,1,4,0,1,1,2,150.0,75.0,2.0
2015-08,City Hotel,MOZ,BB,Online TA,A,1,26,0,3,10,13,1385.02,106.53999999999999,13.0
2015-08,City Hotel,NLD,BB,Direct,A,3,30,0,4,11,15,1125.0,75.0,5.0
2015-08,City Hotel,NLD,BB,Online TA,A,5,25,0,3,12,15,1373.0,91.53333333333333,3.0
2015-08,City Hotel,NLD,SC,Online TA,A,3,16,0,1,7,8,554.3199999999999,69.28999999999999,2.6666666666666665
2015-08,City Hotel,NLD,SC,Online TA,F,1,4,4,1,1,2,306.0,153.0,2.0
2015-08,City Hotel,NOR,BB,Online TA,A,4,44,0,6,16,22,1758.0,79.9090909090909,5.5
2015-08,City Hotel,POL,BB,Direct,A,1,14,0,2,5,7,672.0,96.0,7.0
2015-08,City Hotel,POL,BB,Groups,A,1,4,0,2,2,4,240.0,60.0,4.0
2015-08,City Hotel,POL,BB,Online TA,A,7,50,0,5,22,27,2445.0,90.55555555555556,3.857142857142857
2015-08,City Hotel,POL,SC,Online TA,A,1,2,0,0,1,1,90.0,90.0,1.0
2015-08,City Hotel,POL,SC,Online TA,F,1,4,4,0,2,2,306.0,153.0,2.0
2015-08,City Hotel,PRT,BB,Corporate,A,21,39,0,3,31,34,2276.0,66.94117647058823,1.619047619047619
2015-08,City Hotel,PRT,BB,Direct,A,83,315,11,40,131,171,14771.74,86.38444444444444,2.0602409638554215
2015-08,City Hotel,PRT,BB,Direct,B,10,37,12,10,13,23,1522.5,66.19565217391305,2.3
2015-08,City Hotel,PRT,BB,Direct,D,7,29,0,4,10,14,1242.0,88.71428571428571,2.0
2015-08,City Hotel,PRT,BB,Direct,E,4,12,0,2,4,6,621.0,103.5,1.5
2015-08,City Hotel,PRT,BB,Direct,F,5,22,14,2,9,11,1321.0,120.0909090909091,2.2
2015-08,City Hotel,PRT,BB,Groups,A,49,228,0,13,103,116,7384.0,63.6551724137931,2.36734693877551
2015-08,City Hotel,PRT,BB,Offline TA/TO,A,5,24,0,2,12,14,931.75,66.55357142857143,2.8
2015-08,City Hotel,PRT,BB,Offline TA/TO,B,2,12,0,3,3,6,397.5,66.25,3.0
2015-08,City Hotel,PRT,BB,Offline TA/TO,D,1,16,0,2,6,8,462.0,57.75,8.0
2015-08,City Hotel,PRT,BB,Online TA,A,98,561,3,69,223,292,27175.3,93.06609589041096,2.979591836734694
2015-08,City Hotel,PRT,BB,Online TA,B,5,10,0,0,5,5,396.0,79.2,1.0
2015-08,City Hotel,PRT,BB,Online TA,D,3,13,1,3,4,7,697.75,99.67857142857143,2.3333333333333335
2015-08,City Hotel,PRT,BB,Online TA,F,15,45,46,4,19,23,3473.0,151.0,1.5333333333333334
2015-08,City Hotel,PRT,HB,Direct,E,1,4,0,2,2,4,240.0,60.0,4.0
2015-08,City Hotel,PRT,HB,Groups,A,4,18,0,8,4,12,894.0,74.5,3.0
2015-08,City Hotel,PRT,HB,Offline TA/TO,A,31,122,0,6,67,73,7096.82,97.21671232876712,2.3548387096774195
2015-08,City Hotel,PRT,SC,Online TA,A,19,82,0,15,26,41,3702.0,90.29268292682927,2.1578947368421053
2015-08,City Hotel,PRT,SC,Online TA,D,2,4,0,0,2,2,258.0,129.0,1.0
2015-08,City Hotel,PRT,SC,Online TA,F,8,36,32,5,13,18,2799.0,155.5,2.25
2015-08,City Hotel,ROU,BB,Online TA,A,2,4,0,1,1,2,262.0,131.0,1.0
2015-08,City Hotel,RUS,BB,Corporate,A,28,159,0,0,84,84,5475.0,65.17857142857143,3.0
2015-08,City Hotel,RUS,BB,Online TA,A,2,10,0,1,4,5,514.01,102.80199999999999,2.5
2015-08,City Hotel,RUS,BB,Online TA,F,1,6,6,1,2,3,347.01,115.67,3.0
2015-08,City Hotel,RUS,SC,Online TA,A,1,8,0,1,3,4,324.0,81.0,4.0
2015-08,City Hotel,STP,BB,Direct,A,1,2,0,0,1,1,124.0,124.0,1.0
2015-08,City Hotel,SWE,BB,Direct,B,1,4,0,1,1,2,150.0,75.0,2.0
2015-08,City Hotel,SWE,BB,Online TA,A,2,12,0,1,5,6,540.0,90.0,3.0
2015-08,City Hotel,TUN,BB,Direct,A,2,24,0,3,9,12,900.0,75.0,6.0
2015-08,City Hotel,UKR,BB,Online TA,A,1,1,0,1,0,1,80.0,80.0,1.0
2015-08,City Hotel,USA,BB,Direct,A,1,38,0,4,15,19,1425.0,75.0,19.0
2015-08,City Hotel,USA,HB,Offline TA/TO,A,1,2,0,0,2,2,174.0,87.0,2.0
2015-08,City Hotel,USA,SC,Online TA,A,2,4,0,1,1,2,177.0,88.5,1.0
2015-08,City Hotel,VEN,BB,Online TA,F,1,6,6,1,2,3,465.99,155.33,3.0
2015-08,Resort Hotel,ARG,BB,Offline TA/TO,E,1,34,0,4,13,17,1734.0,102.0,17.0
2015-08,Resort Hotel,ARG,BB,Online TA,E,1,10,0,1,4,5,1010.0,202.0,5.0
2015-08,Resort Hotel,AUS,BB,Offline TA/TO,A,1,8,0,1,3,4,565.6,141.4,4.0
2015-08,Resort Hotel,AUT,BB,Corporate,F,1,4,0,0,2,2,264.0,132.0,2.0
2015-08,Resort Hotel,BEL,BB,Online TA,A,2,6,0,2,2,4,486.1,121.525,2.0
2015-08,Resort Hotel,BEL,BB,Online TA,G,1,18,27,3,6,9,1791.0,199.0,9.0
2015-08,Resort Hotel,BEL,HB,Direct,D,1,28,0,4,10,14,2112.04,150.85999999999999,14.0
2015-08,Resort Hotel,BEL,HB,Online TA,A,2,24,0,4,8,12,1839.6000000000001,153.3,6.0
2015-08,Resort Hotel,BRA,BB,Direct,A,2,12,0,0,4,4,680.0,170.0,2.0
2015-08,Resort Hotel,BRA,BB,Direct,C,1,4,4,0,2,2,362.0,181.0,2.0
2015-08,Resort Hotel,BRA,BB,Direct,E,1,30,0,2,8,10,1500.0,150.0,10.0
2015-08,Resort Hotel,BRA,BB,Offline TA/TO,D,1,14,0,2,5,7,861.0,123.0,7.0
2015-08,Resort Hotel,BRA,BB,Online TA,A,2,5,0,3,1,4,462.54,115.635,2.0
2015-08,Resort Hotel,BRA,BB,Online TA,D,1,6,0,0,3,3,633.0,211.0,3.0
2015-08,Resort Hotel,BRA,BB,Online TA,E,1,8,0,1,3,4,497.0,124.25,4.0
2015-08,Resort Hotel,CHE,BB,Direct,A,1,15,0,2,3,5,915.0,183.0,5.0
2015-08,Resort Hotel,CHE,BB,Direct,G,1,2,2,0,1,1,203.0,203.0,1.0
2015-08,Resort Hotel,CHE,BB,Offline TA/TO,A,1,14,0,2,5,7,711.5500000000001,101.65,7.0
2015-08,Resort Hotel,CHE,BB,Offline TA/TO,D,2,56,0,8,20,28,3104.64,110.88,14.0
2015-08,Resort Hotel,CHE,BB,Online TA,A,3,30,0,5,10,15,2637.0,175.8,5.0
2015-08,Resort Hotel,CHE,BB,Online TA,E,1,8,0,2,2,4,678.0,169.5,4.0
2015-08,Resort Hotel,CHE,BB,Online TA,G,1,4,0,1,1,2,500.0,250.0,2.0
2015-08,Resort Hotel,CHE,HB,Online TA,A,1,24,0,4,8,12,1968.0,164.0,12.0
2015-08,Resort Hotel,CHE,HB,Online TA,D,1,14,0,2,5,7,1302.0,186.0,7.0
2015-08,Resort Hotel,CHN,BB,Online TA,A,1,2,0,0,1,1,171.9,171.9,1.0
2015-08,Resort Hotel,CHN,BB,Online TA,D,1,2,0,0,1,1,172.0,172.0,1.0
2015-08,Resort Hotel,CN,BB,Corporate,E,1,2,0,0,1,1,184.45,184.45,1.0
2015-08,Resort Hotel,CN,BB,Offline TA/TO,D,1,12,6,1,5,6,811.1999999999999,135.2,6.0
2015-08,Resort Hotel,CN,BB,Online TA,C,1,6,6,0,3,3,390.39,130.13,3.0
2015-08,Resort Hotel,CN,BB,Online TA,D,3,18,0,4,5,9,1282.04,142.4488888888889,3.0
2015-08,Resort Hotel,CN,BB,Online TA,G,1,12,12,2,4,6,1074.6,179.1,6.0
2015-08,Resort Hotel,DEU,BB,Offline TA/TO,D,1,22,0,2,9,11,1370.3799999999999,124.57999999999998,11.0
2015-08,Resort Hotel,DEU,HB,Offline TA/TO,D,1,28,0,4,10,14,1732.36,123.74,14.0
2015-08,Resort Hotel,DNK,BB,Online TA,F,1,6,0,1,2,3,501.27,167.09,3.0
2015-08,Resort Hotel,ESP,BB,Direct,A,1,2,0,0,1,1,115.0,115.0,1.0
2015-08,Resort Hotel,ESP,BB,Direct,C,3,34,12,6,11,17,2708.92,159.34823529411764,5.666666666666667
2015-08,Resort Hotel,ESP,BB,Direct,E,3,36,0,5,13,18,3160.0,175.55555555555554,6.0
2015-08,Resort Hotel,ESP,BB,Direct,F,3,14,0,1,6,7,1461.0,208.71428571428572,2.3333333333333335
2015-08,Resort Hotel,ESP,BB,Direct,G,1,2,2,0,1,1,193.0,193.0,1.0
2015-08,Resort Hotel,ESP,BB,Offline TA/TO,A,14,165,0,22,58,80,8438.7,105.48375000000001,5.714285714285714
2015-08,Resort Hotel,ESP,BB,Offline TA/TO,D,4,40,0,4,16,20,2366.4,118.32000000000001,5.0
2015-08,Resort Hotel,ESP,BB,Offline TA/TO,E,1,18,0,2,4,6,1083.18,180.53,6.0
2015-08,Resort Hotel,ESP,BB,Online TA,A,37,321,6,47,113,160,23309.62,145.685125,4.324324324324325
2015-08,Resort Hotel,ESP,BB,Online TA,D,25,200,0,30,70,100,16635.12,166.35119999999998,4.0
2015-08,Resort Hotel,ESP,BB,Online TA,E,7,38,0,2,17,19,3469.0,182.57894736842104,2.7142857142857144
2015-08,Resort Hotel,ESP,FB,Direct,A,1,4,0,0,2,2,358.0,179.0,2.0
2015-08,Resort Hotel,ESP,FB,Direct,C,1,12,6,2,4,6,1662.0,277.0,6.0
2015-08,Resort Hotel,ESP,FB,Offline TA/TO,A,1,8,0,2,2,4,572.4,143.1,4.0
2015-08,Resort Hotel,ESP,FB,Offline TA/TO,C,1,14,7,2,5,7,1383.8999999999999,197.7,7.0
2015-08,Resort Hotel,ESP,HB,Direct,A,3,37,0,5,11,16,3115.02,194.68875,5.333333333333333
2015-08,Resort Hotel,ESP,HB,Direct,D,2,39,0,4,9,13,3091.0,237.76923076923077,6.5
2015-08,Resort Hotel,ESP,HB,Direct,F,1,12,0,2,4,6,1254.0,209.0,6.0
2015-08,Resort Hotel,ESP,HB,Offline TA/TO,A,9,116,5,15,43,58,7937.48,136.85310344827585,6.444444444444445
2015-08,Resort Hotel,ESP,HB,Offline TA/TO,C,4,46,0,4,19,23,4198.0,182.52173913043478,5.75
2015-08,Resort Hotel,ESP,HB,Offline TA/TO,D,3,39,0,4,13,17,2630.6,154.74117647058824,5.666666666666667
2015-08,Resort Hotel,ESP,HB,Online TA,A,14,130,0,18,46,64,10867.11,169.79859375,4.571428571428571
2015-08,Resort Hotel,ESP,HB,Online TA,D,11,132,0,17,43,60,13565.76,226.096,5.454545454545454
2015-08,Resort Hotel,ESP,HB,Online TA,E,8,84,10,10,32,42,8254.83,196.54357142857143,5.25
2015-08,Resort Hotel,ESP,HB,Online TA,F,2,28,0,4,10,14,2082.5,148.75,7.0
2015-08,Resort Hotel,ESP,HB,Online TA,G,1,6,6,0,3,3,804.0,268.0,3.0
2015-08,Resort Hotel,FRA,BB,Direct,A,3,9,0,3,1,4,548.0,137.0,1.3333333333333333
2015-08,Resort Hotel,FRA,BB,Direct,C,1,21,0,2,5,7,1640.03,234.29,7.0
2015-08,Resort Hotel,FRA,BB,Direct,D,1,6,0,1,2,3,498.0,166.0,3.0
2015-08,Resort Hotel,FRA,BB,Direct,E,1,8,0,1,3,4,789.0,197.25,4.0
2015-08,Resort Hotel,FRA,BB,Direct,F,1,30,0,4,6,10,2090.0,209.0,10.0
2015-08,Resort Hotel,FRA,BB,Direct,H,1,10,5,1,4,5,875.0,175.0,5.0
2015-08,Resort Hotel,FRA,BB,Offline TA/TO,A,4,68,0,8,26,34,3092.3,90.95,8.5
2015-08,Resort Hotel,FRA,BB,Online TA,A,15,161,5,26,57,83,11349.5,136.74096385542168,5.533333333333333
2015-08,Resort Hotel,FRA,BB,Online TA,D,2,32,0,5,11,16,2533.9799999999996,158.37374999999997,8.0
2015-08,Resort Hotel,FRA,BB,Online TA,E,1,6,0,2,1,3,630.99,210.33,3.0
2015-08,Resort Hotel,FRA,BB,Online TA,F,2,35,0,4,10,14,2040.71,145.76500000000001,7.0
2015-08,Resort Hotel,FRA,BB,Online TA,G,1,4,4,0,2,2,504.0,252.0,2.0
2015-08,Resort Hotel,FRA,FB,Direct,F,1,8,0,2,2,4,832.0,208.0,4.0
2015-08,Resort Hotel,FRA,HB,Offline TA/TO,A,2,20,0,2,8,10,1074.4499999999998,107.44499999999998,5.0
2015-08,Resort Hotel,FRA,HB,Online TA,A,2,16,0,1,7,8,1291.24,161.405,4.0
2015-08,Resort Hotel,FRA,HB,Online TA,F,2,34,0,4,13,17,3350.63,197.09588235294117,8.5
2015-08,Resort Hotel,FRA,HB,Online TA,G,1,8,0,2,2,4,984.0,246.0,4.0
2015-08,Resort Hotel,GBR,BB,Direct,A,2,8,0,1,3,4,514.0,128.5,2.0
2015-08,Resort Hotel,GBR,BB,Direct,C,1,14,7,2,5,7,1091.02,155.85999999999999,7.0
2015-08,Resort Hotel,GBR,BB,Direct,F,4,66,0,8,17,25,4228.02,169.12080000000003,6.25
2015-08,Resort Hotel,GBR,BB,Offline TA/TO,A,18,299,0,43,110,153,12222.44,79.88522875816994,8.5
2015-08,Resort Hotel,GBR,BB,Offline TA/TO,D,17,264,15,38,94,132,13389.29,101.43401515151515,7.764705882352941
2015-08,Resort Hotel,GBR,BB,Offline TA/TO,E,9,178,0,24,53,77,9674.47,125.64246753246752,8.555555555555555
2015-08,Resort Hotel,GBR,BB,Online TA,A,20,131,0,20,44,64,7603.8,118.809375,3.2
2015-08,Resort Hotel,GBR,BB,Online TA,C,5,94,87,12,35,47,6436.96,136.95659574468084,9.4
2015-08,Resort Hotel,GBR,BB,Online TA,D,4,50,0,6,19,25,2035.2,81.408,6.25
2015-08,Resort Hotel,GBR,BB,Online TA,E,1,16,0,2,6,8,1328.0,166.0,8.0
2015-08,Resort Hotel,GBR,BB,Online TA,F,1,14,0,2,5,7,1208.4099999999999,172.62999999999997,7.0
2015-08,Resort Hotel,GBR,BB,Online TA,G,1,2,0,0,1,1,252.0,252.0,1.0
2015-08,Resort Hotel,GBR,HB,Offline TA/TO,A,5,72,0,12,25,37,3933.3199999999997,106.30594594594594,7.4
2015-08,Resort Hotel,GBR,HB,Offline TA/TO,D,2,31,0,4,8,12,1881.3999999999999,156.78333333333333,6.0
2015-08,Resort Hotel,GBR,HB,Offline TA/TO,E,6,70,0,12,30,42,4362.89,103.87833333333334,7.0
2015-08,Resort Hotel,GBR,HB,Online TA,A,1,8,0,2,2,4,613.68,153.42,4.0
2015-08,Resort Hotel,GBR,HB,Online TA,D,1,12,0,2,4,6,805.02,134.17,6.0
2015-08,Resort Hotel,IND,BB,Online TA,D,1,4,2,0,2,2,452.0,226.0,2.0
2015-08,Resort Hotel,IRL,BB,Corporate,A,1,3,0,0,1,1,158.0,158.0,1.0
2015-08,Resort Hotel,IRL,BB,Direct,A,1,8,0,0,4,4,536.0,134.0,4.0
2015-08,Resort Hotel,IRL,BB,Direct,D,3,34,0,4,13,17,2801.98,164.82235294117646,5.666666666666667
2015-08,Resort Hotel,IRL,BB,Direct,E,4,58,0,8,16,24,3568.8999999999996,148.70416666666665,6.0
2015-08,Resort Hotel,IRL,BB,Direct,G,1,30,10,2,8,10,1819.0,181.9,10.0
2015-08,Resort Hotel,IRL,BB,Offline TA/TO,A,11,136,12,18,50,68,6595.1,96.98676470588236,6.181818181818182
2015-08,Resort Hotel,IRL,BB,Offline TA/TO,D,10,150,10,21,54,75,8226.83,109.69106666666667,7.5
2015-08,Resort Hotel,IRL,BB,Offline TA/TO,E,4,80,0,11,29,40,3985.16,99.62899999999999,10.0
2015-08,Resort Hotel,IRL,BB,Online TA,A,11,117,1,15,45,60,7718.9,128.64833333333334,5.454545454545454
2015-08,Resort Hotel,IRL,BB,Online TA,C,1,12,0,2,4,6,502.20000000000005,83.7,6.0
2015-08,Resort Hotel,IRL,BB,Online TA,D,10,116,20,12,46,58,10234.79,176.46189655172415,5.8
2015-08,Resort Hotel,IRL,BB,Online TA,E,3,30,0,4,11,15,2845.99,189.73266666666666,5.0
2015-08,Resort Hotel,IRL,BB,Online TA,F,2,26,0,3,10,13,1932.7,148.66923076923078,6.5
2015-08,Resort Hotel,IRL,HB,Direct,D,1,22,0,3,8,11,1859.0,169.0,11.0
2015-08,Resort Hotel,IRL,HB,Offline TA/TO,A,1,10,0,2,3,5,552.9,110.58,5.0
